,Repositório,Organização,Dockerfile,Linguagens,Data Criação,Data Update,Repo link
22,fspc/bikeshed,,"############
# BikeShed #
############
# login for test users on website 


FROM bikebike/bikebike
MAINTAINER Jonathan Rosenbaum <gnuser@gmail.com>


RUN git clone git://github.com/spacemunkay/BikeShed.git 
RUN gem install bundler
RUN apt-get update && apt-get -y install libpq-dev postgresql-9.3 g++ unzip 
RUN bundle install --gemfile=/BikeShed/Gemfile; \
	 cd /BikeShed; gem install rake -v '10.1.1'; \
	 gem install therubyracer -v '0.10.2' 
COPY pg_hba.conf /etc/postgresql/9.3/main/pg_hba.conf


#  Because of an undefined constant SeedBike 
COPY  seeds.rb /BikeShed/db/seeds.rb
RUN cp /BikeShed/config/database.yml.example /BikeShed/config/database.yml; \
	service postgresql start; \
	cd /BikeShed; \
	sudo -u postgres -i createuser -d -w velocipede; \
	adduser --disabled-password --gecos """" velocipede; \
	sudo -u velocipede -i createdb -U velocipede --owner=velocipede velocipede; \
	sudo -u velocipede -i createdb -U velocipede --owner=velocipede velocipede_test; \


	bundle exec rake db:create db:migrate; \
	bundle exec rake db:seed




COPY  postgresql.conf bikeshed.conf /etc/supervisor/conf.d/
#COPY  bikeshed.conf /etc/supervisor/conf.d/
COPY  extjs-4.1.1.zip /BikeShed/


RUN cd /BikeShed; \
	unzip extjs-4.1.1.zip; \
	ln -s /BikeShed/ext-4.1.1a /BikeShed/public/extjs


CMD [""supervisord"", ""-c"", ""/etc/supervisor/supervisord.conf""]


# docker run -d -p 3000:3000 --name=""freehub"" bikebike/freehub 


","Ruby
100.0%",2014-12-11 15:37:21,2014-12-11 17:04:26,https://github.com/fspc/bikeshed
23,maikelvl/docker-nginx-php-centos6,,"FROM centos:centos6
ENV HOME /root
# RUN /etc/my_init.d/00_regen_ssh_host_keys.sh
CMD [""/sbin/my_init""]


MAINTAINER Crobays <crobays@userex.nl>
ENV DOCKER_NAME nginx-php-centos


ADD /conf/nginx.repo /etc/yum.repos.d/nginx.repo
RUN rpm -Uvh http://mirror.webtatic.com/yum/el6/latest.rpm


RUN yum -y update && \
	yum clean all
RUN yum -y install epel-release && \
	yum clean all
RUN yum -y install nginx && \
	yum clean all
RUN yum install -y \
	php-gd \
	php-cli \
	php-fpm \
	php-mysql \
	php-pgsql \
	php-sqlite \
	php-curl \
	php-mcrypt \
	php-memcache \
	php-intl \
	php-imap \
	php-redis \
	php-tidy \
	php-xml \
	pwgen \
	supervisor \
	bash-completion \
	openssh-server \
	psmisc tar


RUN yum clean all


# Exposed ENV
ENV TIMEZONE Etc/UTC
ENV ENVIRONMENT prod
ENV PUBLIC_PATH /project/public
ENV NGINX_CONF nginx-virtual.conf


VOLUME  [""/project""]
WORKDIR /project


# HTTP ports
EXPOSE 80 443


RUN echo '/sbin/my_init' > /root/.bash_history


RUN mkdir -p /etc/service/nginx && echo -e ""#!/bin/bash\nnginx"" > /etc/service/nginx/run
RUN mkdir -p /etc/service/php && echo -e ""#!/bin/bash\nphp-fpm -c /etc/php.ini"" > /etc/service/php/run


RUN mkdir -p /etc/my_init.d && \
	echo -e ""#!/bin/bash\nln -sf \""/usr/share/zoneinfo/$TIMEZONE\"" /etc/localtime"" > /etc/my_init.d/01-timezone.sh


ADD /scripts/nginx-config.sh /etc/my_init.d/02-nginx-config.sh
ADD /scripts/php-config.sh /etc/my_init.d/03-php-config.sh
ADD /scripts/my_init /sbin/my_init


RUN chmod +x /etc/my_init.d/* && chmod +x /etc/service/*/run && chmod +x /sbin/my_init


# Clean up APT when done.
RUN yum clean all && rm -rf /var/lib/apt/lists/* /tmp/* /var/tmp/*


ADD /conf /conf




","Shell
69.3%





ApacheConf
30.7%",2015-02-20 12:35:40,2015-02-20 13:31:56,https://github.com/maikelvl/docker-nginx-php-centos6
24,bclyang/Serve,,"#
# example Dockerfile for http://docs.docker.io/en/latest/examples/postgresql_service/
#


FROM ubuntu
MAINTAINER SvenDowideit@docker.com


# Add the PostgreSQL PGP key to verify their Debian packages.
# It should be the same key as https://www.postgresql.org/media/keys/ACCC4CF8.asc 
RUN apt-key adv --keyserver hkp://keyserver.ubuntu.com:80 --recv-keys B97B0AFCAA1A47F044F244A07FCC7D46ACCC4CF8


# Add PostgreSQL's repository. It contains the most recent stable release
#     of PostgreSQL, ``9.3``.
RUN echo ""deb http://apt.postgresql.org/pub/repos/apt/ precise-pgdg main"" > /etc/apt/sources.list.d/pgdg.list


# Update the Ubuntu and PostgreSQL repository indexes
RUN apt-get update


# Install ``python-software-properties``, ``software-properties-common`` and PostgreSQL 9.3
#  There are some warnings (in red) that show up during the build. You can hide
#  them by prefixing each apt-get statement with DEBIAN_FRONTEND=noninteractive
RUN apt-get -y -q install python-software-properties software-properties-common
RUN apt-get -y -q install postgresql-9.3 postgresql-client-9.3 postgresql-contrib-9.3


# Note: The official Debian and Ubuntu images automatically ``apt-get clean``
# after each ``apt-get`` 


# Run the rest of the commands as the ``postgres`` user created by the ``postgres-9.3`` package when it was ``apt-get installed``
USER postgres


# Create a PostgreSQL role named ``docker`` with ``docker`` as the password and
# then create a database `docker` owned by the ``docker`` role.
# Note: here we use ``&&\`` to run commands one after the other - the ``\``
#       allows the RUN command to span multiple lines.
RUN    /etc/init.d/postgresql start &&\
    psql --command ""CREATE USER docker WITH SUPERUSER PASSWORD 'docker';"" &&\
    createdb -O docker docker


# Adjust PostgreSQL configuration so that remote connections to the
# database are possible. 
RUN echo ""host all  all    0.0.0.0/0  md5"" >> /etc/postgresql/9.3/main/pg_hba.conf


# And add ``listen_addresses`` to ``/etc/postgresql/9.3/main/postgresql.conf``
RUN echo ""listen_addresses='*'"" >> /etc/postgresql/9.3/main/postgresql.conf


# Expose the PostgreSQL port
EXPOSE 5432


# Add VOLUMEs to allow backup of config, logs and databases
VOLUME	[""/etc/postgresql"", ""/var/log/postgresql"", ""/var/lib/postgresql""]


# Set the default command to run when starting the container
CMD [""/usr/lib/postgresql/9.3/bin/postgres"", ""-D"", ""/var/lib/postgresql/9.3/main"", ""-c"", ""config_file=/etc/postgresql/9.3/main/postgresql.conf""]
","JavaScript
88.6%





HTML
10.2%





CSS
1.1%





Python
0.1%





LiveScript
0.0%





Makefile
0.0%",2015-02-21 12:08:01,2015-03-22 14:29:10,https://github.com/bclyang/Serve
25,galal-hussein/collectd-docker,,"FROM ubuntu:14.04
MAINTAINER hussein.galal.ahmed.11@gmail.com
ENV DEBIAN_FRONTEND noninteractive


# Install nginx, collectd, and other dependencies 
RUN apt-get -qq update
RUN apt-get install -yqq nginx wget collectd perl libconfig-general-perl librrds-perl libregexp-common-perl collectd-core libhtml-parser-perl librrd2-dev libsnmp-dev spawn-fcgi fcgiwrap


# Add nginx configuration 
ADD conf/nginx-collectd.conf /etc/nginx/sites-available/
RUN rm /etc/nginx/sites-enabled/default
RUN ln -s /etc/nginx/sites-available/nginx-collectd.conf /etc/nginx/sites-enabled/nginx-collectd
ADD conf/nginx.conf /etc/nginx/nginx.conf


# Add the run script
ADD run.sh /tmp/run.sh




# Install Graphs Scripts
RUN cd /tmp/ && wget http://collectd.org/files/collectd-5.4.2.tar.gz
RUN cd /tmp/ && tar -xvf collectd-5.4.2.tar.gz
RUN mkdir -p /var/www/
RUN cp -r /tmp/collectd-5.4.2/contrib/collection3 /var/www/graphs
RUN chown -R www-data:www-data /var/www/graphs
WORKDIR /tmp/collectd-5.4.2


EXPOSE 80 
ENTRYPOINT [""/bin/bash"",""/tmp/run.sh""]
","ApacheConf
68.7%





Nginx
26.9%





Shell
4.4%",2015-03-06 17:49:19,2017-10-11 06:43:37,https://github.com/galal-hussein/collectd-docker
26,pyolle/docker-shinken,,"FROM ubuntu:14.04
MAINTAINER Renzo Meister <rm@jamotion.ch>


RUN apt-key adv --keyserver hkp://keyserver.ubuntu.com:80 --recv 7F0CEB10
RUN echo 'deb http://downloads-distro.mongodb.org/repo/ubuntu-upstart dist 10gen' | sudo tee /etc/apt/sources.list.d/mongodb.list


# Update Package index
RUN apt-get update 


# Install needed packages
RUN apt-get install -y --force-yes --no-install-recommends curl python-pymongo wget gawk build-essential libperl-dev \
                    python-setuptools libsqlite3-dev python-dev pyro sqlite3 nmap unzip libmysqlclient-dev python-ldap \ 
					libevent-dev python-paste python-pycurl libsnmp-python snmpd supervisor mongodb-org


RUN easy_install paramiko 
RUN easy_install netifaces 
RUN easy_install simplejson 
RUN easy_install MySQL_python 
RUN easy_install kombu
 
RUN curl -L http://install.shinken-monitoring.org | /bin/bash
ADD supervisor.conf /etc/supervisor/conf.d/supervisor.conf
ADD shinken-specific.cfg /usr/local/shinken/etc/shinken-specific.cfg


EXPOSE 7767
CMD [""/usr/bin/supervisord""]
","ApacheConf
100.0%",2015-03-04 09:24:13,2016-01-20 20:45:31,https://github.com/pyolle/docker-shinken
27,kdeenanauth/docker-gcc,,"FROM kampka/arch-core:latest


MAINTAINER Kevin Deenanauth <kevin@deenanauth.com>


# TODO specify version
RUN pacman -Syu --noconfirm
RUN pacman -S gcc --noconfirm
",,2015-03-09 08:09:55,2015-03-30 07:27:37,https://github.com/kdeenanauth/docker-gcc
28,kdeenanauth/docker-gcc,,"FROM kdeenanauth/gcc:1.0


MAINTAINER Kevin Deenanauth <kevin@deenanauth.com>


RUN mkdir -p /usr/src/app/source /usr/src/app/build
WORKDIR /usr/src/app/source


ONBUILD COPY . /usr/src/app/source
ONBUILD RUN g++ *.cpp -o /usr/src/app/build/output
ONBUILD WORKDIR /usr/src/app/build
",,2015-03-09 08:09:55,2015-03-30 07:27:37,https://github.com/kdeenanauth/docker-gcc
29,gleclaire/docker-ionic-framework,,"FROM debian:wheezy


MAINTAINER garvin [dot] leclaire [at] gmail [dot] com


# Install basics 
RUN apt-get update &&  \
    apt-get install -y git wget curl && \
    apt-get clean


RUN curl -sL https://deb.nodesource.com/setup | bash -


RUN apt-get update &&  \
    apt-get install -y nodejs nodejs-legacy build-essential && \
    ln -s /usr/bin/nodejs /usr/local/bin/node && \ 
    apt-get clean




COPY tools /opt/tools


# Install npm packages
RUN npm install -g cordova ionic
RUN npm install -g grunt-cli
RUN npm install -g gulp
RUN npm install -g bower


RUN ionic start ionic-demo sidemenu


# Expose port: web (8100), livereload (35729)
EXPOSE 8100 35729




#ANDROID
#JAVA


# ENV DEBIAN_FRONTEND noninteractive
RUN dpkg-reconfigure debconf -f Noninteractive


# install python-software-properties (so you can do add-apt-repository)
RUN apt-get update && apt-get install -y -q python-software-properties software-properties-common && apt-get clean


# install oracle java from PPA
# RUN add-apt-repository ppa:webupd8team/java -y
RUN echo oracle-java8-installer shared/accepted-oracle-license-v1-1 select true | /usr/bin/debconf-set-selections
#echo oracle-java7-installer shared/accepted-oracle-license-v1-1 select true | sudo /usr/bin/debconf-set-selections
# RUN apt-get update && apt-get -y install oracle-java7-installer && apt-get clean


RUN echo ""deb http://ppa.launchpad.net/webupd8team/java/ubuntu precise main"" | tee /etc/apt/sources.list.d/webupd8team-java.list
RUN echo ""deb-src http://ppa.launchpad.net/webupd8team/java/ubuntu precise main"" | tee -a /etc/apt/sources.list.d/webupd8team-java.list
RUN apt-key adv --keyserver hkp://keyserver.ubuntu.com:80 --recv-keys EEA14886
RUN apt-get update &&  \
    apt-get install -y oracle-java8-installer && \
    apt-get clean


#ANDROID STUFF
RUN dpkg --add-architecture i386 && apt-get update && apt-get install -y --force-yes expect ant wget libc6-i386 lib32stdc++6 lib32gcc1 lib32ncurses5 lib32z1 qemu-kvm kmod && apt-get clean


# Install Android SDK
RUN cd /opt && wget --output-document=android-sdk.tgz --quiet http://dl.google.com/android/android-sdk_r24.0.2-linux.tgz && tar xzf android-sdk.tgz && rm -f android-sdk.tgz


# Setup environment
ENV ANDROID_HOME /opt/android-sdk-linux
ENV PATH ${PATH}:${ANDROID_HOME}/tools:${ANDROID_HOME}/platform-tools


# Install sdk elements
ENV PATH ${PATH}:/opt/tools


RUN echo ANDROID_HOME=""${ANDROID_HOME}"" >> /etc/environment


RUN [""/opt/tools/android-accept-licenses.sh"", ""android update sdk --all --no-ui --filter platform-tools,tools,build-tools-21.1.2,android-19,addon-google_apis_x86-google-19,extra-android-support,extra-android-m2repository,extra-google-m2repository,sys-img-x86-android-21""]




WORKDIR ionic-demo
CMD [""ionic"", ""serve"", ""--all"", ""--port"", ""8100"", ""--livereload-port"", ""35729""]
",,2015-03-03 18:42:00,2017-11-06 16:56:35,https://github.com/gleclaire/docker-ionic-framework
0,denisdbell/foodierun,,"FROM dockerfile/nodejs


MAINTAINER Matthias Luebken, matthias@catalyst-zero.com


WORKDIR /home/mean


# Install Mean.JS Prerequisites
RUN npm install -g grunt-cli
RUN npm install -g bower


# Install Mean.JS packages
ADD package.json /home/mean/package.json
RUN npm install


# Manually trigger bower. Why doesnt this work via npm install?
ADD .bowerrc /home/mean/.bowerrc
ADD bower.json /home/mean/bower.json
RUN bower install --config.interactive=false --allow-root


# Make everything available for start
ADD . /home/mean


# currently only works for development
ENV NODE_ENV development


# Port 3000 for server
# Port 35729 for livereload
EXPOSE 3000 35729
CMD [""grunt""]
","JavaScript
76.7%





HTML
21.5%





CSS
1.2%





Other
0.6%",2015-03-12 04:25:46,2015-03-13 04:48:36,https://github.com/denisdbell/foodierun
1,mgmonteleone/crobanksFXREST,,"FROM ubuntu:latest
RUN apt-get update && apt-get upgrade -y && apt-get -y install python libffi-dev libssl-dev build-essential gunicorn python-dev python-pip && apt-get clean
ADD . /app
RUN pip install -r /app/requirements.txt
EXPOSE 5000
WORKDIR /app
CMD gunicorn --config unicorn.conf.py --log-file=-  run:app
","JavaScript
81.3%





CSS
10.9%





Python
6.8%





Other
1.0%",2015-03-11 01:38:08,2015-03-28 19:06:57,https://github.com/mgmonteleone/crobanksFXREST
2,jjworren/atlassian-jira,,"############################################################
# Dockerfile to run Atlassian Jira
# Based on phusion/baseimage image
############################################################


FROM jjworren/docker-base:jessie


MAINTAINER Jan Kubat ""jan.kubat@release.cz""


# Set environment 
ENV JIRA_VERSION 7.0.5
ENV JIRA_INSTALL /opt/atlassian/jira
ENV JIRA_HOME    /var/atlassian/jira


# Expose ports
EXPOSE 8080


# Update system
RUN apt-get update && apt-get upgrade --yes


# install wget for late use
RUN apt-get install --yes wget


# Install JDK 7 and VCS tools //thanks to hwuethrich/bamboo-server
#RUN apt-get install -yq software-properties-common && add-apt-repository ppa:webupd8team/java -y && apt-get update
RUN echo oracle-java8-installer shared/accepted-oracle-license-v1-1 select true | /usr/bin/debconf-set-selections
#RUN apt-get install -yq oracle-java7-installer git subversion


RUN echo ""deb http://ppa.launchpad.net/webupd8team/java/ubuntu trusty main"" | tee /etc/apt/sources.list.d/webupd8team-java.list
RUN echo ""deb-src http://ppa.launchpad.net/webupd8team/java/ubuntu trusty main"" | tee -a /etc/apt/sources.list.d/webupd8team-java.list
RUN apt-key adv --keyserver hkp://keyserver.ubuntu.com:80 --recv-keys EEA14886
RUN apt-get update
RUN apt-get install -y oracle-java8-installer


# download and extract jira
RUN mkdir -p ""${JIRA_INSTALL}""
RUN wget -qO- ""https://www.atlassian.com/software/jira/downloads/binary/atlassian-jira-software-7.0.0-jira-${JIRA_VERSION}.tar.gz"" | tar -xz --directory=""${JIRA_INSTALL}""
RUN mv ""${JIRA_INSTALL}/atlassian-jira-software-${JIRA_VERSION}-standalone"" ""${JIRA_INSTALL}/atlassian-jira-${JIRA_VERSION}""
RUN echo ""set jira.home = ${JIRA_HOME}"" > ""${JIRA_INSTALL}/atlassian-jira-${JIRA_VERSION}/atlassian-jira/WEB-INF/classes/jira-application.properties""


# Download and install mysql jdbc driver
RUN wget -qO- http://dev.mysql.com/get/Downloads/Connector-J/mysql-connector-java-5.1.34.tar.gz | tar -xz --directory=""/tmp"" ""mysql-connector-java-5.1.34/mysql-connector-java-5.1.34-bin.jar""
RUN mv ""/tmp/mysql-connector-java-5.1.34/mysql-connector-java-5.1.34-bin.jar"" \
 ""${JIRA_INSTALL}/atlassian-jira-${JIRA_VERSION}/atlassian-jira/WEB-INF/lib/""


# Clean up
RUN apt-get clean && rm -rf /var/lib/apt/lists/* /tmp/* /var/tmp/*


# Dirs
VOLUME [""/var/atlassian/jira""]


# Start jira
ENTRYPOINT ${JIRA_INSTALL}/atlassian-jira-${JIRA_VERSION}/bin/start-jira.sh -fg
",,2015-02-26 12:35:47,2015-02-26 12:35:47,https://github.com/jjworren/atlassian-jira
3,xforty/ruby-fips,"Organization(name=None, id=551881)","FROM phusion/baseimage
MAINTAINER Matt Edlefsen <matt@xforty.com>


CMD [""/sbin/my_init""]


RUN DEBIAN_FRONTEND=noninteractive apt-get update -qq && DEBIAN_FRONTEND=noninteractive apt-get install -y python patch gawk g++ gcc make libc6-dev patch libreadline6-dev zlib1g-dev libyaml-dev libsqlite3-dev sqlite3 autoconf libgdbm-dev libncurses5-dev automake libtool bison pkg-config libffi-dev 


RUN cd /root && curl 'https://www.openssl.org/source/openssl-fips-2.0.7.tar.gz' | tar -xz
RUN cd /root/openssl-fips-2.0.7; ./config; make; make install


RUN cd /root && curl 'https://www.openssl.org/source/openssl-1.0.1h.tar.gz' | tar -xz
RUN cd /root/openssl-1.0.1h; ./config fips shared -fPIC; make depend; make; make install


RUN echo 'export PATH=""/usr/local/ssl/bin:$PATH""' > /etc/profile.d/usr-local-ssl.sh && chmod +x /etc/profile.d/usr-local-ssl.sh


RUN bash -c 'source /etc/profile.d/usr-local-ssl.sh && openssl version | grep fips'


RUN \curl -sSL https://get.rvm.io | bash -s stable


RUN bash -l -c 'rvm autolibs disable'


RUN bash -l -c 'rvm install --disable-binary ruby -C --with-openssl-dir=/usr/local/ssl --with-static-linked-ext'
","Shell
100.0%",2015-02-25 21:13:33,2015-02-25 21:13:58,https://github.com/xforty/ruby-fips
4,korczis/docker-conf2015,,"FROM    centos:centos6


# Enable EPEL for Node.js
RUN     rpm -Uvh http://download.fedoraproject.org/pub/epel/6/i386/epel-release-6-8.noarch.rpm
# Install Node.js and npm
RUN     yum install -y npm


# Bundle app source
COPY . /src
# Install app dependencies
RUN cd /src; npm install


EXPOSE  8080
CMD [""node"", ""/src/index.js""]
","JavaScript
100.0%",2015-02-27 09:21:19,2015-02-27 10:00:50,https://github.com/korczis/docker-conf2015
5,bghtrbb/Kurbenetes-Graphhopper,,"FROM google/cloud-sdk:latest
MAINTAINER bghtrbb, bghtrbb@sogetthis.com


ADD assets /tmp


RUN docker run -t -i --name gcloud-kurb-setup kurbenetes-graphhopper
RUN gcloud auth login
",,2015-02-24 00:47:47,2017-05-09 16:08:34,https://github.com/bghtrbb/Kurbenetes-Graphhopper
6,soupisawesome/docker-data,,"FROM ubuntu:14.04


MAINTAINER ""Philip Bower"" <pabower@gmail.com>


RUN mkdir -p /data/www && \
	mkdir -p /data/logs


VOLUME [""/data""]
CMD [""true""]
",,2015-02-09 21:48:41,2015-02-09 21:48:41,https://github.com/soupisawesome/docker-data
7,brendanmckenzie/flask-imageserver,,"FROM tiangolo/uwsgi-nginx-flask:flask


COPY ./ /app/


RUN [""pip"", ""install"", ""-r"", ""/app/requirements.txt""]
","Python
100.0%",2015-02-09 00:24:43,2016-11-18 10:06:56,https://github.com/brendanmckenzie/flask-imageserver
8,gpeegpee/algospot,,"FROM ubuntu:14.04
MAINTAINER GangHeok Kim ""gpeegpee@gmail.com""


RUN apt-get update && \
    apt-get --no-install-recommends install -q -y openjdk-7-jre-headless && \
    rm -rf /var/lib/apt/lists/*


RUN apt-key adv --keyserver keyserver.ubuntu.com --recv-keys 9B7D32F2D50582E6
RUN	echo ""deb http://pkg.jenkins-ci.org/debian binary/"" > /etc/apt/sources.list.d/jenkins.list && \
	apt-get update && apt-get install -q -y jenkins
ENV JENKINS_HOME /jenkins
RUN service jenkins start
#ENTRYPOINT [""java"", ""-jar"", ""/opt/jenkins.war""]
EXPOSE 8080
#CMD [""""]
","C
97.9%





C++
2.1%",2015-02-04 13:14:26,2016-03-01 05:30:26,https://github.com/gpeegpee/algospot
9,lee-dohm/endokken.info,,"FROM node:0.10-onbuild
EXPOSE 3000
","CSS
75.4%





CoffeeScript
24.3%





JavaScript
0.3%",2015-02-05 15:08:28,2015-02-12 01:40:38,https://github.com/lee-dohm/endokken.info
10,lee-dohm/atom-linguist,,"# This file describes the standard way to build Docker, using docker
docker-version 0.4.2
from	ubuntu:12.04
maintainer	Solomon Hykes <solomon@dotcloud.com>
# Build dependencies
run	apt-get install -y -q curl
run	apt-get install -y -q git
# Install Go
run	curl -s https://go.googlecode.com/files/go1.1.1.linux-amd64.tar.gz | tar -v -C /usr/local -xz
env	PATH	/usr/local/go/bin:/usr/local/bin:/usr/local/sbin:/usr/bin:/usr/sbin:/bin:/sbin
env	GOPATH	/go
env	CGO_ENABLED 0
run	cd /tmp && echo 'package main' > t.go && go test -a -i -v
# Download dependencies
run	PKG=github.com/kr/pty REV=27435c699;		 git clone http://$PKG /go/src/$PKG && cd /go/src/$PKG && git checkout -f $REV
run	PKG=github.com/gorilla/context/ REV=708054d61e5; git clone http://$PKG /go/src/$PKG && cd /go/src/$PKG && git checkout -f $REV
run	PKG=github.com/gorilla/mux/ REV=9b36453141c;	 git clone http://$PKG /go/src/$PKG && cd /go/src/$PKG && git checkout -f $REV
# Run dependencies
run	apt-get install -y iptables
# lxc requires updating ubuntu sources
run	echo 'deb http://archive.ubuntu.com/ubuntu precise main universe' > /etc/apt/sources.list
run	apt-get update
run	apt-get install -y lxc
run	apt-get install -y aufs-tools
# Upload docker source
add	.       /go/src/github.com/dotcloud/docker
# Build the binary
run	cd /go/src/github.com/dotcloud/docker/docker && go install -ldflags ""-X main.GITCOMMIT '??' -d -w""
env	PATH	/usr/local/go/bin:/go/bin:/usr/local/bin:/usr/local/sbin:/usr/bin:/usr/sbin:/bin:/sbin
cmd	[""docker""]
","CoffeeScript
88.3%





C++
10.7%





Other
1.0%",2015-01-18 19:02:45,2016-04-22 06:16:08,https://github.com/lee-dohm/atom-linguist
